,date_time,intensity_forecast,intensity_actual
26761,2019-07-30T1245,219,217
26762,2019-07-30T1315,217,211
26763,2019-07-30T1345,212,206
26764,2019-07-30T1415,208,202
26765,2019-07-30T1445,204,205
26766,2019-07-30T1515,204,209
26767,2019-07-30T1545,206,212
26768,2019-07-30T1615,213,218
26769,2019-07-30T1645,213,218
26770,2019-07-30T1715,221,213
26771,2019-07-30T1745,219,211
26772,2019-07-30T1815,213,213
26773,2019-07-30T1845,211,218
26774,2019-07-30T1915,214,217
26775,2019-07-30T1945,221,217
26776,2019-07-30T2015,215,216
26777,2019-07-30T2045,219,202
26778,2019-07-30T2115,212,191
26779,2019-07-30T2145,201,174
26780,2019-07-30T2215,186,153
26781,2019-07-30T2245,164,135
26782,2019-07-30T2315,139,124
26783,2019-07-30T2345,130,124
26784,2019-08-01T0015,174,177
26785,2019-08-01T0045,170,182
26786,2019-08-01T0115,197,188
26787,2019-08-01T0145,199,189
26788,2019-08-01T0215,193,190
26789,2019-08-01T0245,186,180
26790,2019-08-01T0315,189,180
26791,2019-08-01T0345,182,187
26792,2019-08-01T0415,183,193
26793,2019-08-01T0445,193,210
26794,2019-08-01T0515,206,227
26795,2019-08-01T0545,222,244
26796,2019-08-01T0615,235,255
26797,2019-08-01T0645,254,261
26798,2019-08-01T0715,262,264
26799,2019-08-01T0745,265,260
26800,2019-08-01T0815,262,259
26801,2019-08-01T0845,255,258
26802,2019-08-01T0915,253,257
26803,2019-08-01T0945,254,251
26804,2019-08-01T1015,249,250
26805,2019-08-01T1045,244,249
26806,2019-08-01T1115,239,244
26807,2019-08-01T1145,245,241
26808,2019-08-01T1215,237,241
26809,2019-08-01T1245,238,239
26810,2019-08-01T1315,240,238
26811,2019-08-01T1345,234,239
26812,2019-08-01T1415,235,235
26813,2019-08-01T1445,233,233
26814,2019-08-01T1515,234,234
26815,2019-08-01T1545,230,235
26816,2019-08-01T1615,233,237
26817,2019-08-01T1645,235,244
26818,2019-08-01T1715,239,250
26819,2019-08-01T1745,250,255
26820,2019-08-01T1815,250,258
26821,2019-08-01T1845,257,258
26822,2019-08-01T1915,259,261
26823,2019-08-01T1945,260,264
26824,2019-08-01T2015,265,267
26825,2019-08-01T2045,271,271
26826,2019-08-01T2115,273,274
26827,2019-08-01T2145,284,253
26828,2019-08-01T2215,276,234
26829,2019-08-01T2245,242,224
26830,2019-08-01T2315,228,219
26831,2019-08-01T2345,228,218
26832,2019-08-02T0015,223,221
26833,2019-08-02T0045,221,230
26834,2019-08-02T0115,225,243
26835,2019-08-02T0145,245,242
26836,2019-08-02T0215,249,242
26837,2019-08-02T0245,245,236
26838,2019-08-02T0315,243,229
26839,2019-08-02T0345,233,229
26840,2019-08-02T0415,229,227
26841,2019-08-02T0445,230,241
26842,2019-08-02T0515,231,255
26843,2019-08-02T0545,249,262
26844,2019-08-02T0615,263,264
26845,2019-08-02T0645,268,261
26846,2019-08-02T0715,265,258
26847,2019-08-02T0745,259,260
26848,2019-08-02T0815,255,259
26849,2019-08-02T0845,253,255
26850,2019-08-02T0915,251,250
26851,2019-08-02T0945,250,248
26852,2019-08-02T1015,245,248
26853,2019-08-02T1045,244,245
26854,2019-08-02T1115,247,241
26855,2019-08-02T1145,240,243
26856,2019-08-02T1215,237,241
26857,2019-08-02T1245,239,238
26858,2019-08-02T1315,239,238
26859,2019-08-02T1345,237,243
26860,2019-08-02T1415,236,246
26861,2019-08-02T1445,241,250
26862,2019-08-02T1515,246,257
26863,2019-08-02T1545,253,262
26864,2019-08-02T1615,258,264
26865,2019-08-02T1645,263,268
26866,2019-08-02T1715,267,272
26867,2019-08-02T1745,272,277
26868,2019-08-02T1815,274,283
26869,2019-08-02T1845,278,287
26870,2019-08-02T1915,284,291
26871,2019-08-02T1945,290,292
26872,2019-08-02T2015,295,293
26873,2019-08-02T2045,298,285
26874,2019-08-02T2115,298,282
26875,2019-08-02T2145,288,277
26876,2019-08-02T2215,285,263
26877,2019-08-02T2245,274,251
26878,2019-08-02T2315,262,244
26879,2019-08-02T2345,261,239
26880,2019-08-03T0015,245,238
26881,2019-08-03T0045,242,239
26882,2019-08-03T0115,241,238
26883,2019-08-03T0145,244,242
26884,2019-08-03T0215,241,245
26885,2019-08-03T0245,251,251
26886,2019-08-03T0315,251,251
26887,2019-08-03T0345,255,250
26888,2019-08-03T0415,256,246
26889,2019-08-03T0445,250,239
26890,2019-08-03T0515,248,234
26891,2019-08-03T0545,235,237
26892,2019-08-03T0615,233,244
26893,2019-08-03T0645,240,249
26894,2019-08-03T0715,248,249
26895,2019-08-03T0745,249,247
26896,2019-08-03T0815,247,243
26897,2019-08-03T0845,243,241
26898,2019-08-03T0915,233,234
26899,2019-08-03T0945,233,229
26900,2019-08-03T1015,227,221
26901,2019-08-03T1045,221,222
26902,2019-08-03T1115,223,220
26903,2019-08-03T1145,223,219
26904,2019-08-03T1215,221,221
26905,2019-08-03T1245,223,221
26906,2019-08-03T1315,224,223
26907,2019-08-03T1345,224,228
26908,2019-08-03T1415,225,231
26909,2019-08-03T1445,230,230
26910,2019-08-03T1515,234,235
26911,2019-08-03T1545,233,238
26912,2019-08-03T1615,238,238
26913,2019-08-03T1645,239,241
26914,2019-08-03T1715,240,244
26915,2019-08-03T1745,246,248
26916,2019-08-03T1815,245,254
26917,2019-08-03T1845,252,257
26918,2019-08-03T1915,257,262
26919,2019-08-03T1945,261,264
26920,2019-08-03T2015,267,266
26921,2019-08-03T2045,269,267
26922,2019-08-03T2115,271,261
26923,2019-08-03T2145,274,255
26924,2019-08-03T2215,263,247
26925,2019-08-03T2245,255,234
26926,2019-08-03T2315,242,223
26927,2019-08-03T2345,241,220
26928,2019-08-04T0015,223,218
26929,2019-08-04T0045,219,224
26930,2019-08-04T0115,221,224
26931,2019-08-04T0145,227,227
26932,2019-08-04T0215,225,230
26933,2019-08-04T0245,231,236
26934,2019-08-04T0315,233,242
26935,2019-08-04T0345,239,249
26936,2019-08-04T0415,248,244
26937,2019-08-04T0445,250,244
26938,2019-08-04T0515,246,241
26939,2019-08-04T0545,243,231
26940,2019-08-04T0615,242,221
26941,2019-08-04T0645,235,208
26942,2019-08-04T0715,218,205
26943,2019-08-04T0745,204,206
26944,2019-08-04T0815,204,207
26945,2019-08-04T0845,206,206
26946,2019-08-04T0915,202,206
26947,2019-08-04T0945,203,207
26948,2019-08-04T1015,203,206
26949,2019-08-04T1045,204,205
26950,2019-08-04T1115,204,204
26951,2019-08-04T1145,204,202
26952,2019-08-04T1215,203,200
26953,2019-08-04T1245,202,199
26954,2019-08-04T1315,200,200
26955,2019-08-04T1345,199,200
26956,2019-08-04T1415,201,201
26957,2019-08-04T1445,202,209
26958,2019-08-04T1515,206,214
26959,2019-08-04T1545,215,213
26960,2019-08-04T1615,217,211
26961,2019-08-04T1645,213,212
26962,2019-08-04T1715,212,214
26963,2019-08-04T1745,213,222
26964,2019-08-04T1815,214,224
26965,2019-08-04T1845,225,222
26966,2019-08-04T1915,225,221
26967,2019-08-04T1945,222,223
26968,2019-08-04T2015,221,228
26969,2019-08-04T2045,227,226
26970,2019-08-04T2115,231,217
26971,2019-08-04T2145,228,201
26972,2019-08-04T2215,216,184
26973,2019-08-04T2245,197,177
26974,2019-08-04T2315,179,171
26975,2019-08-04T2345,175,169
26976,2019-08-05T0015,168,167
26977,2019-08-05T0045,170,171
26978,2019-08-05T0115,168,181
26979,2019-08-05T0145,174,180
26980,2019-08-05T0215,187,178
26981,2019-08-05T0245,181,173
26982,2019-08-05T0315,179,170
26983,2019-08-05T0345,175,166
26984,2019-08-05T0415,174,170
26985,2019-08-05T0445,165,184
26986,2019-08-05T0515,174,205
26987,2019-08-05T0545,195,212
26988,2019-08-05T0615,215,214
26989,2019-08-05T0645,219,204
26990,2019-08-05T0715,214,199
26991,2019-08-05T0745,196,200
26992,2019-08-05T0815,198,194
26993,2019-08-05T0845,199,182
26994,2019-08-05T0915,188,178
26995,2019-08-05T0945,173,178
26996,2019-08-05T1015,171,175
26997,2019-08-05T1045,175,174
26998,2019-08-05T1115,174,169
26999,2019-08-05T1145,172,163
27000,2019-08-05T1215,162,163
27001,2019-08-05T1245,161,162
27002,2019-08-05T1315,160,161
27003,2019-08-05T1345,161,157
27004,2019-08-05T1415,160,158
27005,2019-08-05T1445,158,162
27006,2019-08-05T1515,159,167
27007,2019-08-05T1545,167,174
27008,2019-08-05T1615,173,179
27009,2019-08-05T1645,177,186
27010,2019-08-05T1715,187,190
27011,2019-08-05T1745,192,192
27012,2019-08-05T1815,192,197
27013,2019-08-05T1845,194,200
27014,2019-08-05T1915,200,204
27015,2019-08-05T1945,205,208
27016,2019-08-05T2015,207,207
27017,2019-08-05T2045,215,193
27018,2019-08-05T2115,209,180
27019,2019-08-05T2145,194,165
27020,2019-08-05T2215,177,151
27021,2019-08-05T2245,162,137
27022,2019-08-05T2315,144,125
27023,2019-08-05T2345,141,126
27024,2019-08-06T0015,124,132
27025,2019-08-06T0045,131,135
27026,2019-08-06T0115,140,133
27027,2019-08-06T0145,138,131
27028,2019-08-06T0215,133,130
27029,2019-08-06T0245,133,128
27030,2019-08-06T0315,133,127
27031,2019-08-06T0345,132,123
27032,2019-08-06T0415,131,123
27033,2019-08-06T0445,124,136
27034,2019-08-06T0515,127,156
27035,2019-08-06T0545,144,180
27036,2019-08-06T0615,172,196
27037,2019-08-06T0645,194,203
27038,2019-08-06T0715,205,208
27039,2019-08-06T0745,205,206
27040,2019-08-06T0815,208,202
27041,2019-08-06T0845,200,206
27042,2019-08-06T0915,199,203
27043,2019-08-06T0945,205,197
27044,2019-08-06T1015,198,189
27045,2019-08-06T1045,191,188
27046,2019-08-06T1115,185,188
27047,2019-08-06T1145,186,186
27048,2019-08-06T1215,185,187
27049,2019-08-06T1245,186,183
27050,2019-08-06T1315,186,180
27051,2019-08-06T1345,178,178
27052,2019-08-06T1415,179,181
27053,2019-08-06T1445,177,186
27054,2019-08-06T1515,178,191
27055,2019-08-06T1545,185,195
27056,2019-08-06T1615,193,199
27057,2019-08-06T1645,198,197
27058,2019-08-06T1715,203,195
27059,2019-08-06T1745,200,200
27060,2019-08-06T1815,200,206
27061,2019-08-06T1845,198,207
27062,2019-08-06T1915,197,210
27063,2019-08-06T1945,196,215
27064,2019-08-06T2015,193,208
27065,2019-08-06T2045,220,187
27066,2019-08-06T2115,206,171
27067,2019-08-06T2145,186,155
27068,2019-08-06T2215,168,133
27069,2019-08-06T2245,147,117
27070,2019-08-06T2315,122,108
27071,2019-08-06T2345,118,109
27072,2019-08-07T0015,107,109
27073,2019-08-07T0045,110,108
27074,2019-08-07T0115,111,110
27075,2019-08-07T0145,112,109
27076,2019-08-07T0215,113,109
27077,2019-08-07T0245,112,108
27078,2019-08-07T0315,111,106
27079,2019-08-07T0345,111,100
27080,2019-08-07T0415,107,100
27081,2019-08-07T0445,101,116
27082,2019-08-07T0515,104,142
27083,2019-08-07T0545,127,166
27084,2019-08-07T0615,156,188
27085,2019-08-07T0645,180,189
27086,2019-08-07T0715,200,186
27087,2019-08-07T0745,187,187
27088,2019-08-07T0815,182,183
27089,2019-08-07T0845,182,182
27090,2019-08-07T0915,178,176
27091,2019-08-07T0945,178,174
27092,2019-08-07T1015,170,168
27093,2019-08-07T1045,166,171
27094,2019-08-07T1115,166,169
27095,2019-08-07T1145,173,167
27096,2019-08-07T1215,171,159
27097,2019-08-07T1245,160,160
27098,2019-08-07T1315,153,162
27099,2019-08-07T1345,157,162
27100,2019-08-07T1415,162,161
27101,2019-08-07T1445,160,162
27102,2019-08-07T1515,161,171
27103,2019-08-07T1545,165,183
27104,2019-08-07T1615,174,187
27105,2019-08-07T1645,188,184
27106,2019-08-07T1715,189,189
27107,2019-08-07T1745,187,194
27108,2019-08-07T1815,193,200
27109,2019-08-07T1845,200,201
27110,2019-08-07T1915,203,202
27111,2019-08-07T1945,201,209
27112,2019-08-07T2015,206,202
27113,2019-08-07T2045,213,189
27114,2019-08-07T2115,203,183
27115,2019-08-07T2145,192,174
27116,2019-08-07T2215,183,164
27117,2019-08-07T2245,168,154
27118,2019-08-07T2315,151,152
27119,2019-08-07T2345,144,151
27120,2019-08-08T0015,155,151
27121,2019-08-08T0045,153,151
27122,2019-08-08T0115,153,151
27123,2019-08-08T0145,154,152
27124,2019-08-08T0215,153,157
27125,2019-08-08T0245,158,165
27126,2019-08-08T0315,170,170
27127,2019-08-08T0345,173,174
27128,2019-08-08T0415,176,180
27129,2019-08-08T0445,182,193
27130,2019-08-08T0515,187,213
27131,2019-08-08T0545,199,236
27132,2019-08-08T0615,227,249
27133,2019-08-08T0645,248,252
27134,2019-08-08T0715,257,255
27135,2019-08-08T0745,259,248
27136,2019-08-08T0815,252,242
27137,2019-08-08T0845,239,239
27138,2019-08-08T0915,237,236
27139,2019-08-08T0945,234,235
27140,2019-08-08T1015,232,231
27141,2019-08-08T1045,231,234
27142,2019-08-08T1115,233,237
27143,2019-08-08T1145,235,239
27144,2019-08-08T1215,239,239
27145,2019-08-08T1245,240,242
27146,2019-08-08T1315,244,248
27147,2019-08-08T1345,247,250
27148,2019-08-08T1415,251,249
27149,2019-08-08T1445,250,251
27150,2019-08-08T1515,249,252
27151,2019-08-08T1545,256,253
27152,2019-08-08T1615,258,249
27153,2019-08-08T1645,254,251
27154,2019-08-08T1715,252,250
27155,2019-08-08T1745,253,253
27156,2019-08-08T1815,251,256
27157,2019-08-08T1845,255,256
27158,2019-08-08T1915,260,247
27159,2019-08-08T1945,254,249
27160,2019-08-08T2015,247,237
27161,2019-08-08T2045,250,219
27162,2019-08-08T2115,233,197
27163,2019-08-08T2145,212,170
27164,2019-08-08T2215,192,149
27165,2019-08-08T2245,158,131
27166,2019-08-08T2315,135,118
27167,2019-08-08T2345,126,110
27168,2019-08-09T0015,113,102
27169,2019-08-09T0045,109,96
27170,2019-08-09T0115,101,95
27171,2019-08-09T0145,97,94
27172,2019-08-09T0215,98,92
27173,2019-08-09T0245,98,88
27174,2019-08-09T0315,91,86
27175,2019-08-09T0345,89,87
27176,2019-08-09T0415,87,91
27177,2019-08-09T0445,88,92
27178,2019-08-09T0515,93,102
27179,2019-08-09T0545,92,116
27180,2019-08-09T0615,109,122
27181,2019-08-09T0645,119,127
27182,2019-08-09T0715,121,130
27183,2019-08-09T0745,124,132
27184,2019-08-09T0815,126,137
27185,2019-08-09T0845,138,135
27186,2019-08-09T0915,135,133
27187,2019-08-09T0945,131,132
27188,2019-08-09T1015,129,129
27189,2019-08-09T1045,126,132
27190,2019-08-09T1115,130,131
27191,2019-08-09T1145,139,128
27192,2019-08-09T1215,136,130
27193,2019-08-09T1245,130,132
27194,2019-08-09T1315,133,130
27195,2019-08-09T1345,132,132
27196,2019-08-09T1415,132,131
27197,2019-08-09T1445,133,139
27198,2019-08-09T1515,135,144
27199,2019-08-09T1545,145,149
27200,2019-08-09T1615,147,152
27201,2019-08-09T1645,153,149
27202,2019-08-09T1715,150,146
27203,2019-08-09T1745,153,152
27204,2019-08-09T1815,146,161
27205,2019-08-09T1845,156,157
27206,2019-08-09T1915,163,152
27207,2019-08-09T1945,155,154
27208,2019-08-09T2015,148,149
27209,2019-08-09T2045,150,136
27210,2019-08-09T2115,143,124
27211,2019-08-09T2145,132,115
27212,2019-08-09T2215,123,93
27213,2019-08-09T2245,105,82
27214,2019-08-09T2315,85,77
27215,2019-08-09T2345,89,82
27216,2019-08-10T0015,79,83
27217,2019-08-10T0045,89,84
27218,2019-08-10T0115,90,89
27219,2019-08-10T0145,90,92
27220,2019-08-10T0215,96,94
27221,2019-08-10T0245,99,94
27222,2019-08-10T0315,94,91
27223,2019-08-10T0345,96,89
27224,2019-08-10T0415,93,87
27225,2019-08-10T0445,88,86
27226,2019-08-10T0515,90,83
27227,2019-08-10T0545,86,86
27228,2019-08-10T0615,83,93
27229,2019-08-10T0645,89,100
27230,2019-08-10T0715,95,105
27231,2019-08-10T0745,104,102
27232,2019-08-10T0815,103,104
27233,2019-08-10T0845,101,106
27234,2019-08-10T0915,104,103
27235,2019-08-10T0945,105,103
27236,2019-08-10T1015,101,104
27237,2019-08-10T1045,100,102
27238,2019-08-10T1115,103,96
27239,2019-08-10T1145,100,93
27240,2019-08-10T1215,96,87
27241,2019-08-10T1245,90,86
27242,2019-08-10T1315,87,81
27243,2019-08-10T1345,85,78
27244,2019-08-10T1415,79,77
27245,2019-08-10T1445,77,81
27246,2019-08-10T1515,79,82
27247,2019-08-10T1545,83,84
27248,2019-08-10T1615,83,86
27249,2019-08-10T1645,84,90
27250,2019-08-10T1715,88,91
27251,2019-08-10T1745,92,93
27252,2019-08-10T1815,92,97
27253,2019-08-10T1845,96,97
27254,2019-08-10T1915,99,95
27255,2019-08-10T1945,98,100
27256,2019-08-10T2015,99,99
27257,2019-08-10T2045,104,94
27258,2019-08-10T2115,103,90
27259,2019-08-10T2145,94,93
27260,2019-08-10T2215,92,90
27261,2019-08-10T2245,95,89
27262,2019-08-10T2315,89,96
27263,2019-08-10T2345,91,106
27264,2019-08-11T0015,104,118
27265,2019-08-11T0045,120,123
27266,2019-08-11T0115,126,128
27267,2019-08-11T0145,130,127
27268,2019-08-11T0215,131,126
27269,2019-08-11T0245,130,121
27270,2019-08-11T0315,125,118
27271,2019-08-11T0345,120,117
27272,2019-08-11T0415,118,112
27273,2019-08-11T0445,117,105
27274,2019-08-11T0515,110,98
27275,2019-08-11T0545,102,92
27276,2019-08-11T0615,97,89
27277,2019-08-11T0645,90,86
27278,2019-08-11T0715,91,86
27279,2019-08-11T0745,83,86
27280,2019-08-11T0815,86,87
27281,2019-08-11T0845,84,87
27282,2019-08-11T0915,86,86
27283,2019-08-11T0945,87,88
27284,2019-08-11T1015,84,89
27285,2019-08-11T1045,89,88
27286,2019-08-11T1115,87,91
27287,2019-08-11T1145,89,91
27288,2019-08-11T1215,89,94
27289,2019-08-11T1245,92,94
27290,2019-08-11T1315,93,95
27291,2019-08-11T1345,92,97
27292,2019-08-11T1415,97,100
27293,2019-08-11T1445,100,109
27294,2019-08-11T1515,105,118
27295,2019-08-11T1545,114,126
27296,2019-08-11T1615,126,128
27297,2019-08-11T1645,127,129
27298,2019-08-11T1715,130,131
27299,2019-08-11T1745,135,139
27300,2019-08-11T1815,136,143
27301,2019-08-11T1845,144,145
27302,2019-08-11T1915,147,150
27303,2019-08-11T1945,150,151
27304,2019-08-11T2015,152,151
27305,2019-08-11T2045,152,152
27306,2019-08-11T2115,154,153
27307,2019-08-11T2145,158,143
27308,2019-08-11T2215,155,132
27309,2019-08-11T2245,136,132
27310,2019-08-11T2315,128,133
27311,2019-08-11T2345,125,134
27312,2019-08-12T0015,136,135
27313,2019-08-12T0045,140,138
27314,2019-08-12T0115,142,139
27315,2019-08-12T0145,140,140
27316,2019-08-12T0215,144,142
27317,2019-08-12T0245,146,147
27318,2019-08-12T0315,152,152
27319,2019-08-12T0345,151,163
27320,2019-08-12T0415,161,172
27321,2019-08-12T0445,176,178
27322,2019-08-12T0515,180,193
27323,2019-08-12T0545,184,214
27324,2019-08-12T0615,203,231
27325,2019-08-12T0645,224,247
27326,2019-08-12T0715,238,256
27327,2019-08-12T0745,250,255
27328,2019-08-12T0815,255,252
27329,2019-08-12T0845,250,252
27330,2019-08-12T0915,251,253
27331,2019-08-12T0945,247,252
27332,2019-08-12T1015,247,251
27333,2019-08-12T1045,251,251
27334,2019-08-12T1115,246,252
27335,2019-08-12T1145,247,251
27336,2019-08-12T1215,252,248
27337,2019-08-12T1245,250,245
27338,2019-08-12T1315,244,246
27339,2019-08-12T1345,241,245
27340,2019-08-12T1415,246,245
27341,2019-08-12T1445,245,245
27342,2019-08-12T1515,246,250
27343,2019-08-12T1545,245,255
27344,2019-08-12T1615,253,258
27345,2019-08-12T1645,261,259
27346,2019-08-12T1715,264,256
27347,2019-08-12T1745,262,263
27348,2019-08-12T1815,258,268
27349,2019-08-12T1845,265,271
27350,2019-08-12T1915,274,272
27351,2019-08-12T1945,272,284
27352,2019-08-12T2015,278,285
27353,2019-08-12T2045,289,274
27354,2019-08-12T2115,290,266
27355,2019-08-12T2145,277,256
27356,2019-08-12T2215,263,243
27357,2019-08-12T2245,250,228
27358,2019-08-12T2315,234,217
27359,2019-08-12T2345,228,214
27360,2019-08-13T0015,216,212
27361,2019-08-13T0045,213,207
27362,2019-08-13T0115,211,209
27363,2019-08-13T0145,213,209
27364,2019-08-13T0215,209,208
27365,2019-08-13T0245,214,209
27366,2019-08-13T0315,213,212
27367,2019-08-13T0345,212,214
27368,2019-08-13T0415,218,212
27369,2019-08-13T0445,213,223
27370,2019-08-13T0515,216,234
27371,2019-08-13T0545,226,245
27372,2019-08-13T0615,242,249
27373,2019-08-13T0645,251,252
27374,2019-08-13T0715,249,256
27375,2019-08-13T0745,254,247
27376,2019-08-13T0815,249,241
27377,2019-08-13T0845,237,235
27378,2019-08-13T0915,231,231
27379,2019-08-13T0945,230,230
27380,2019-08-13T1015,226,226
27381,2019-08-13T1045,225,222
27382,2019-08-13T1115,221,217
27383,2019-08-13T1145,218,216
27384,2019-08-13T1215,217,213
27385,2019-08-13T1245,217,209
27386,2019-08-13T1315,214,205
27387,2019-08-13T1345,207,208
27388,2019-08-13T1415,207,212
27389,2019-08-13T1445,211,220
27390,2019-08-13T1515,219,232
27391,2019-08-13T1545,227,241
27392,2019-08-13T1615,238,247
27393,2019-08-13T1645,247,250
27394,2019-08-13T1715,252,258
27395,2019-08-13T1745,259,261
27396,2019-08-13T1815,263,263
27397,2019-08-13T1845,265,267
27398,2019-08-13T1915,268,268
27399,2019-08-13T1945,270,269
27400,2019-08-13T2015,272,262
27401,2019-08-13T2045,272,254
27402,2019-08-13T2115,268,247
27403,2019-08-13T2145,258,235
27404,2019-08-13T2215,243,224
27405,2019-08-13T2245,229,221
27406,2019-08-13T2315,219,224
27407,2019-08-13T2345,216,232
27408,2019-08-14T0015,230,238
27409,2019-08-14T0045,241,237
27410,2019-08-14T0115,243,237
27411,2019-08-14T0145,242,236
27412,2019-08-14T0215,247,236
27413,2019-08-14T0245,241,234
27414,2019-08-14T0315,233,229
27415,2019-08-14T0345,234,220
27416,2019-08-14T0415,232,221
27417,2019-08-14T0445,218,235
27418,2019-08-14T0515,226,246
27419,2019-08-14T0545,244,258
27420,2019-08-14T0615,259,269
27421,2019-08-14T0645,263,275
27422,2019-08-14T0715,272,276
27423,2019-08-14T0745,282,273
27424,2019-08-14T0815,272,267
27425,2019-08-14T0845,264,265
27426,2019-08-14T0915,260,263
27427,2019-08-14T0945,259,261
27428,2019-08-14T1015,256,258
27429,2019-08-14T1045,257,255
27430,2019-08-14T1115,254,251
27431,2019-08-14T1145,250,242
27432,2019-08-14T1215,244,233
27433,2019-08-14T1245,233,229
27434,2019-08-14T1315,226,227
27435,2019-08-14T1345,228,226
27436,2019-08-14T1415,223,227
27437,2019-08-14T1445,224,226
27438,2019-08-14T1515,224,227
27439,2019-08-14T1545,223,231
27440,2019-08-14T1615,226,235
27441,2019-08-14T1645,234,232
27442,2019-08-14T1715,239,225
27443,2019-08-14T1745,232,232
